index,type,source,sensor_id,board_time_us,timestamp_corrected_us,offset_us,drift_ppm,confidence,sync_state
21,SENSOR_EVENT,,imu_vn100_0,156449,156449.0,0.0,0.0,0.0,LOST
22,SENSOR_EVENT,,camera_front_0,163000,163000.0,0.0,0.0,0.0,LOST
23,SENSOR_EVENT,,imu_vn100_0,166639,166639.0,0.0,0.0,0.0,LOST
24,SENSOR_EVENT,,imu_vn100_0,176547,176547.0,0.0,0.0,0.0,LOST
25,SENSOR_EVENT,,imu_vn100_0,186598,186598.0,0.0,0.0,0.0,LOST
26,SENSOR_EVENT,,camera_front_0,196392,196392.0,0.0,0.0,0.0,LOST
27,SENSOR_EVENT,,imu_vn100_0,196453,196453.0,0.0,0.0,0.0,LOST
28,SENSOR_EVENT,,imu_vn100_0,206443,206443.0,0.0,0.0,0.0,LOST
29,SENSOR_EVENT,,imu_vn100_0,216475,216475.0,0.0,0.0,0.0,LOST
30,SENSOR_EVENT,,imu_vn100_0,226494,226494.0,0.0,0.0,0.0,LOST
31,SENSOR_EVENT,,camera_front_0,230074,230074.0,0.0,0.0,0.0,LOST
32,SENSOR_EVENT,,imu_vn100_0,236553,236553.0,0.0,0.0,0.0,LOST
33,SENSOR_EVENT,,imu_vn100_0,246523,246523.0,0.0,0.0,0.0,LOST
34,SENSOR_EVENT,,imu_vn100_0,256467,256467.0,0.0,0.0,0.0,LOST
35,SENSOR_EVENT,,camera_front_0,263361,263361.0,0.0,0.0,0.0,LOST
36,SENSOR_EVENT,,imu_vn100_0,266427,266427.0,0.0,0.0,0.0,LOST
37,SENSOR_EVENT,,imu_vn100_0,276462,276462.0,0.0,0.0,0.0,LOST
38,SENSOR_EVENT,,imu_vn100_0,286601,286601.0,0.0,0.0,0.0,LOST
39,SENSOR_EVENT,,imu_vn100_0,296439,296439.0,0.0,0.0,0.0,LOST
40,SENSOR_EVENT,,camera_front_0,296529,296529.0,0.0,0.0,0.0,LOST
41,SENSOR_EVENT,,imu_vn100_0,306523,306523.0,0.0,0.0,0.0,LOST
42,SENSOR_EVENT,,imu_vn100_0,316538,316538.0,0.0,0.0,0.0,LOST
43,SENSOR_EVENT,,imu_vn100_0,326385,326385.0,0.0,0.0,0.0,LOST
44,SENSOR_EVENT,,camera_front_0,329757,329757.0,0.0,0.0,0.0,LOST
45,SENSOR_EVENT,,imu_vn100_0,336508,336508.0,0.0,0.0,0.0,LOST
46,SENSOR_EVENT,,imu_vn100_0,346609,346609.0,0.0,0.0,0.0,LOST
47,SENSOR_EVENT,,imu_vn100_0,356343,356343.0,0.0,0.0,0.0,LOST
48,SENSOR_EVENT,,camera_front_0,363559,363559.0,0.0,0.0,0.0,LOST
49,SENSOR_EVENT,,imu_vn100_0,366479,366479.0,0.0,0.0,0.0,LOST
50,SENSOR_EVENT,,imu_vn100_0,376496,376496.0,0.0,0.0,0.0,LOST
51,SENSOR_EVENT,,imu_vn100_0,386439,386439.0,0.0,0.0,0.0,LOST
52,SENSOR_EVENT,,camera_front_0,396356,396356.0,0.0,0.0,0.0,LOST
53,SENSOR_EVENT,,imu_vn100_0,396545,396545.0,0.0,0.0,0.0,LOST
54,SENSOR_EVENT,,imu_vn100_0,406500,406500.0,0.0,0.0,0.0,LOST
55,SENSOR_EVENT,,imu_vn100_0,416388,416388.0,0.0,0.0,0.0,LOST
56,SENSOR_EVENT,,imu_vn100_0,426571,426571.0,0.0,0.0,0.0,LOST
57,SENSOR_EVENT,,camera_front_0,430001,430001.0,0.0,0.0,0.0,LOST
58,SENSOR_EVENT,,imu_vn100_0,436559,436559.0,0.0,0.0,0.0,LOST
59,SENSOR_EVENT,,imu_vn100_0,446581,446581.0,0.0,0.0,0.0,LOST
60,SENSOR_EVENT,,imu_vn100_0,456621,456621.0,0.0,0.0,0.0,LOST
61,SENSOR_EVENT,,camera_front_0,463461,463461.0,0.0,0.0,0.0,LOST
62,SENSOR_EVENT,,imu_vn100_0,466535,466535.0,0.0,0.0,0.0,LOST
63,SENSOR_EVENT,,imu_vn100_0,476515,476515.0,0.0,0.0,0.0,LOST
64,SENSOR_EVENT,,imu_vn100_0,486402,486402.0,0.0,0.0,0.0,LOST
65,SENSOR_EVENT,,camera_front_0,496440,496440.0,0.0,0.0,0.0,LOST
66,SENSOR_EVENT,,imu_vn100_0,496555,496555.0,0.0,0.0,0.0,LOST
67,SENSOR_EVENT,,imu_vn100_0,506457,506457.0,0.0,0.0,0.0,LOST
68,SENSOR_EVENT,,imu_vn100_0,516470,516470.0,0.0,0.0,0.0,LOST
69,SENSOR_EVENT,,imu_vn100_0,526405,526405.0,0.0,0.0,0.0,LOST
70,SENSOR_EVENT,,camera_front_0,530046,530046.0,0.0,0.0,0.0,LOST
71,SENSOR_EVENT,,imu_vn100_0,536429,536429.0,0.0,0.0,0.0,LOST
72,SENSOR_EVENT,,imu_vn100_0,546464,546464.0,0.0,0.0,0.0,LOST
73,SENSOR_EVENT,,imu_vn100_0,556610,556610.0,0.0,0.0,0.0,LOST
74,SENSOR_EVENT,,camera_front_0,562895,562895.0,0.0,0.0,0.0,LOST
75,SENSOR_EVENT,,imu_vn100_0,566344,566344.0,0.0,0.0,0.0,LOST
76,SENSOR_EVENT,,imu_vn100_0,576390,576390.0,0.0,0.0,0.0,LOST
77,SENSOR_EVENT,,imu_vn100_0,586526,586526.0,0.0,0.0,0.0,LOST
78,SENSOR_EVENT,,imu_vn100_0,596623,596623.0,0.0,0.0,0.0,LOST
79,SENSOR_EVENT,,camera_front_0,596760,596760.0,0.0,0.0,0.0,LOST
80,SENSOR_EVENT,,imu_vn100_0,606554,606554.0,0.0,0.0,0.0,LOST
81,SENSOR_EVENT,,imu_vn100_0,616355,616355.0,0.0,0.0,0.0,LOST
82,SENSOR_EVENT,,imu_vn100_0,626306,626306.0,0.0,0.0,0.0,LOST
83,SENSOR_EVENT,,camera_front_0,629891,629891.0,0.0,0.0,0.0,LOST
84,SENSOR_EVENT,,imu_vn100_0,636536,636536.0,0.0,0.0,0.0,LOST
85,SENSOR_EVENT,,imu_vn100_0,646449,646449.0,0.0,0.0,0.0,LOST
86,SENSOR_EVENT,,imu_vn100_0,656418,656418.0,0.0,0.0,0.0,LOST
87,SENSOR_EVENT,,camera_front_0,662778,662778.0,0.0,0.0,0.0,LOST
88,SENSOR_EVENT,,imu_vn100_0,666586,666586.0,0.0,0.0,0.0,LOST
89,SENSOR_EVENT,,imu_vn100_0,676596,676596.0,0.0,0.0,0.0,LOST
90,SENSOR_EVENT,,imu_vn100_0,686521,686521.0,0.0,0.0,0.0,LOST
91,SENSOR_EVENT,,imu_vn100_0,696528,696528.0,0.0,0.0,0.0,LOST
92,SENSOR_EVENT,,camera_front_0,696676,696676.0,0.0,0.0,0.0,LOST
93,SENSOR_EVENT,,imu_vn100_0,706543,706543.0,0.0,0.0,0.0,LOST
94,SENSOR_EVENT,,imu_vn100_0,716636,716636.0,0.0,0.0,0.0,LOST
95,SENSOR_EVENT,,imu_vn100_0,726558,726558.0,0.0,0.0,0.0,LOST
96,SENSOR_EVENT,,camera_front_0,729619,729619.0,0.0,0.0,0.0,LOST
97,SENSOR_EVENT,,imu_vn100_0,736550,736550.0,0.0,0.0,0.0,LOST
98,SENSOR_EVENT,,imu_vn100_0,746553,746553.0,0.0,0.0,0.0,LOST
99,SENSOR_EVENT,,imu_vn100_0,756384,756384.0,0.0,0.0,0.0,LOST
100,SENSOR_EVENT,,camera_front_0,763496,763496.0,0.0,0.0,0.0,LOST
101,SENSOR_EVENT,,imu_vn100_0,766612,766612.0,0.0,0.0,0.0,LOST
102,SENSOR_EVENT,,imu_vn100_0,776586,776586.0,0.0,0.0,0.0,LOST
103,SENSOR_EVENT,,imu_vn100_0,786552,786552.0,0.0,0.0,0.0,LOST
104,SENSOR_EVENT,,camera_front_0,796340,796340.0,0.0,0.0,0.0,LOST
105,SENSOR_EVENT,,imu_vn100_0,796352,796352.0,0.0,0.0,0.0,LOST
106,SENSOR_EVENT,,imu_vn100_0,806459,806459.0,0.0,0.0,0.0,LOST
107,SENSOR_EVENT,,imu_vn100_0,816577,816577.0,0.0,0.0,0.0,LOST
108,SENSOR_EVENT,,imu_vn100_0,826365,826365.0,0.0,0.0,0.0,LOST
109,SENSOR_EVENT,,camera_front_0,829802,829802.0,0.0,0.0,0.0,LOST
110,SENSOR_EVENT,,imu_vn100_0,836495,836495.0,0.0,0.0,0.0,LOST
111,SENSOR_EVENT,,imu_vn100_0,846592,846592.0,0.0,0.0,0.0,LOST
112,SENSOR_EVENT,,imu_vn100_0,856405,856405.0,0.0,0.0,0.0,LOST
113,SENSOR_EVENT,,camera_front_0,863248,863248.0,0.0,0.0,0.0,LOST
114,SENSOR_EVENT,,imu_vn100_0,866639,866639.0,0.0,0.0,0.0,LOST
115,SENSOR_EVENT,,imu_vn100_0,876555,876555.0,0.0,0.0,0.0,LOST
116,SENSOR_EVENT,,imu_vn100_0,886499,886499.0,0.0,0.0,0.0,LOST
117,SENSOR_EVENT,,camera_front_0,896428,896428.0,0.0,0.0,0.0,LOST
118,SENSOR_EVENT,,imu_vn100_0,896537,896537.0,0.0,0.0,0.0,LOST
119,SENSOR_EVENT,,imu_vn100_0,906563,906563.0,0.0,0.0,0.0,LOST
120,SENSOR_EVENT,,imu_vn100_0,916521,916521.0,0.0,0.0,0.0,LOST
121,SENSOR_EVENT,,imu_vn100_0,926603,926603.0,0.0,0.0,0.0,LOST
122,SENSOR_EVENT,,camera_front_0,929909,929909.0,0.0,0.0,0.0,LOST
123,SENSOR_EVENT,,imu_vn100_0,936458,936458.0,0.0,0.0,0.0,LOST
124,SENSOR_EVENT,,imu_vn100_0,946478,946478.0,0.0,0.0,0.0,LOST
125,SENSOR_EVENT,,imu_vn100_0,956595,956595.0,0.0,0.0,0.0,LOST
126,SENSOR_EVENT,,camera_front_0,963040,963040.0,0.0,0.0,0.0,LOST
127,SENSOR_EVENT,,imu_vn100_0,966514,966514.0,0.0,0.0,0.0,LOST
128,SENSOR_EVENT,,imu_vn100_0,976441,976441.0,0.0,0.0,0.0,LOST
129,SENSOR_EVENT,,imu_vn100_0,986588,986588.0,0.0,0.0,0.0,LOST
130,TIMING_EVENT,pps,,996506,1000000.0,3494.0,0.0,0.2,LOST
131,SENSOR_EVENT,,imu_vn100_0,996629,1000123.0,3494.0,0.0,0.2,LOST
132,SENSOR_EVENT,,camera_front_0,996680,1000174.0,3494.0,0.0,0.2,LOST
133,SENSOR_EVENT,,imu_vn100_0,1006477,1009971.0,3494.0,0.0,0.2,LOST
134,SENSOR_EVENT,,imu_vn100_0,1016402,1019896.0,3494.0,0.0,0.2,LOST
135,SENSOR_EVENT,,imu_vn100_0,1026502,1029996.0,3494.0,0.0,0.2,LOST
136,SENSOR_EVENT,,camera_front_0,1029847,1033341.0,3494.0,0.0,0.2,LOST
137,SENSOR_EVENT,,imu_vn100_0,1036501,1039995.0,3494.0,0.0,0.2,LOST
138,SENSOR_EVENT,,imu_vn100_0,1046489,1049983.0,3494.0,0.0,0.2,LOST
139,SENSOR_EVENT,,imu_vn100_0,1056625,1060119.0,3494.0,0.0,0.2,LOST
140,SENSOR_EVENT,,camera_front_0,1063232,1066726.0,3494.0,0.0,0.2,LOST
141,SENSOR_EVENT,,imu_vn100_0,1066431,1069925.0,3494.0,0.0,0.2,LOST
142,SENSOR_EVENT,,imu_vn100_0,1076614,1080108.0,3494.0,0.0,0.2,LOST
143,SENSOR_EVENT,,imu_vn100_0,1086412,1089906.0,3494.0,0.0,0.2,LOST
144,SENSOR_EVENT,,camera_front_0,1095825,1099319.0,3494.0,0.0,0.2,LOST
145,SENSOR_EVENT,,imu_vn100_0,1096450,1099944.0,3494.0,0.0,0.2,LOST
146,SENSOR_EVENT,,imu_vn100_0,1106564,1110058.0,3494.0,0.0,0.2,LOST
147,SENSOR_EVENT,,imu_vn100_0,1116604,1120098.0,3494.0,0.0,0.2,LOST
148,SENSOR_EVENT,,imu_vn100_0,1126582,1130076.0,3494.0,0.0,0.2,LOST
149,SENSOR_EVENT,,camera_front_0,1130137,1133631.0,3494.0,0.0,0.2,LOST
150,SENSOR_EVENT,,imu_vn100_0,1136541,1140035.0,3494.0,0.0,0.2,LOST
151,SENSOR_EVENT,,imu_vn100_0,1146525,1150019.0,3494.0,0.0,0.2,LOST
152,SENSOR_EVENT,,imu_vn100_0,1156526,1160020.0,3494.0,0.0,0.2,LOST
153,SENSOR_EVENT,,camera_front_0,1163189,1166683.0,3494.0,0.0,0.2,LOST
154,SENSOR_EVENT,,imu_vn100_0,1166560,1170054.0,3494.0,0.0,0.2,LOST
155,SENSOR_EVENT,,imu_vn100_0,1176500,1179994.0,3494.0,0.0,0.2,LOST
156,SENSOR_EVENT,,imu_vn100_0,1186536,1190030.0,3494.0,0.0,0.2,LOST
157,SENSOR_EVENT,,camera_front_0,1196069,1199563.0,3494.0,0.0,0.2,LOST
158,SENSOR_EVENT,,imu_vn100_0,1196560,1200054.0,3494.0,0.0,0.2,LOST
159,SENSOR_EVENT,,imu_vn100_0,1206515,1210009.0,3494.0,0.0,0.2,LOST
160,SENSOR_EVENT,,imu_vn100_0,1216576,1220070.0,3494.0,0.0,0.2,LOST
161,SENSOR_EVENT,,imu_vn100_0,1226560,1230054.0,3494.0,0.0,0.2,LOST
162,SENSOR_EVENT,,camera_front_0,1229872,1233366.0,3494.0,0.0,0.2,LOST
163,SENSOR_EVENT,,imu_vn100_0,1236676,1240170.0,3494.0,0.0,0.2,LOST
164,SENSOR_EVENT,,imu_vn100_0,1246541,1250035.0,3494.0,0.0,0.2,LOST
165,SENSOR_EVENT,,imu_vn100_0,1256481,1259975.0,3494.0,0.0,0.2,LOST
166,SENSOR_EVENT,,camera_front_0,1263299,1266793.0,3494.0,0.0,0.2,LOST
167,SENSOR_EVENT,,imu_vn100_0,1266485,1269979.0,3494.0,0.0,0.2,LOST
168,SENSOR_EVENT,,imu_vn100_0,1276514,1280008.0,3494.0,0.0,0.2,LOST
169,SENSOR_EVENT,,imu_vn100_0,1286589,1290083.0,3494.0,0.0,0.2,LOST
170,SENSOR_EVENT,,imu_vn100_0,1296489,1299983.0,3494.0,0.0,0.2,LOST
171,SENSOR_EVENT,,camera_front_0,1296783,1300277.0,3494.0,0.0,0.2,LOST
172,SENSOR_EVENT,,imu_vn100_0,1306547,1310041.0,3494.0,0.0,0.2,LOST
173,SENSOR_EVENT,,imu_vn100_0,1316663,1320157.0,3494.0,0.0,0.2,LOST
174,SENSOR_EVENT,,imu_vn100_0,1326311,1329805.0,3494.0,0.0,0.2,LOST
175,SENSOR_EVENT,,camera_front_0,1329579,1333073.0,3494.0,0.0,0.2,LOST
176,SENSOR_EVENT,,imu_vn100_0,1336426,1339920.0,3494.0,0.0,0.2,LOST
177,SENSOR_EVENT,,imu_vn100_0,1346536,1350030.0,3494.0,0.0,0.2,LOST
178,SENSOR_EVENT,,imu_vn100_0,1356548,1360042.0,3494.0,0.0,0.2,LOST
179,SENSOR_EVENT,,camera_front_0,1363570,1367064.0,3494.0,0.0,0.2,LOST
180,SENSOR_EVENT,,imu_vn100_0,1366536,1370030.0,3494.0,0.0,0.2,LOST
181,SENSOR_EVENT,,imu_vn100_0,1376482,1379976.0,3494.0,0.0,0.2,LOST
182,SENSOR_EVENT,,imu_vn100_0,1386569,1390063.0,3494.0,0.0,0.2,LOST
183,SENSOR_EVENT,,camera_front_0,1396477,1399971.0,3494.0,0.0,0.2,LOST
184,SENSOR_EVENT,,imu_vn100_0,1396539,1400033.0,3494.0,0.0,0.2,LOST
185,SENSOR_EVENT,,imu_vn100_0,1406475,1409969.0,3494.0,0.0,0.2,LOST
186,SENSOR_EVENT,,imu_vn100_0,1416711,1420205.0,3494.0,0.0,0.2,LOST
187,SENSOR_EVENT,,imu_vn100_0,1426546,1430040.0,3494.0,0.0,0.2,LOST
188,SENSOR_EVENT,,camera_front_0,1430449,1433943.0,3494.0,0.0,0.2,LOST
189,SENSOR_EVENT,,imu_vn100_0,1436473,1439967.0,3494.0,0.0,0.2,LOST
190,SENSOR_EVENT,,imu_vn100_0,1446509,1450003.0,3494.0,0.0,0.2,LOST
191,SENSOR_EVENT,,imu_vn100_0,1456499,1459993.0,3494.0,0.0,0.2,LOST
192,SENSOR_EVENT,,camera_front_0,1463148,1466642.0,3494.0,0.0,0.2,LOST
193,SENSOR_EVENT,,imu_vn100_0,1466513,1470007.0,3494.0,0.0,0.2,LOST
194,SENSOR_EVENT,,imu_vn100_0,1476300,1479794.0,3494.0,0.0,0.2,LOST
195,SENSOR_EVENT,,imu_vn100_0,1486479,1489973.0,3494.0,0.0,0.2,LOST
196,SENSOR_EVENT,,imu_vn100_0,1496599,1500093.0,3494.0,0.0,0.2,LOST
197,SENSOR_EVENT,,camera_front_0,1496688,1500182.0,3494.0,0.0,0.2,LOST
198,SENSOR_EVENT,,imu_vn100_0,1506425,1509919.0,3494.0,0.0,0.2,LOST
199,SENSOR_EVENT,,imu_vn100_0,1516513,1520007.0,3494.0,0.0,0.2,LOST
200,SENSOR_EVENT,,imu_vn100_0,1526595,1530089.0,3494.0,0.0,0.2,LOST
201,SENSOR_EVENT,,camera_front_0,1529760,1533254.0,3494.0,0.0,0.2,LOST
202,SENSOR_EVENT,,imu_vn100_0,1536587,1540081.0,3494.0,0.0,0.2,LOST
203,SENSOR_EVENT,,imu_vn100_0,1546638,1550132.0,3494.0,0.0,0.2,LOST
204,SENSOR_EVENT,,imu_vn100_0,1556383,1559877.0,3494.0,0.0,0.2,LOST
205,SENSOR_EVENT,,camera_front_0,1562906,1566400.0,3494.0,0.0,0.2,LOST
206,SENSOR_EVENT,,imu_vn100_0,1566491,1569985.0,3494.0,0.0,0.2,LOST
207,SENSOR_EVENT,,imu_vn100_0,1576492,1579986.0,3494.0,0.0,0.2,LOST
208,SENSOR_EVENT,,imu_vn100_0,1586569,1590063.0,3494.0,0.0,0.2,LOST
209,SENSOR_EVENT,,imu_vn100_0,1596607,1600101.0,3494.0,0.0,0.2,LOST
210,SENSOR_EVENT,,camera_front_0,1596793,1600287.0,3494.0,0.0,0.2,LOST
211,SENSOR_EVENT,,imu_vn100_0,1606305,1609799.0,3494.0,0.0,0.2,LOST
212,SENSOR_EVENT,,imu_vn100_0,1616607,1620101.0,3494.0,0.0,0.2,LOST
213,SENSOR_EVENT,,imu_vn100_0,1626404,1629898.0,3494.0,0.0,0.2,LOST
214,SENSOR_EVENT,,camera_front_0,1630080,1633574.0,3494.0,0.0,0.2,LOST
215,SENSOR_EVENT,,imu_vn100_0,1636574,1640068.0,3494.0,0.0,0.2,LOST
216,SENSOR_EVENT,,imu_vn100_0,1646400,1649894.0,3494.0,0.0,0.2,LOST
217,SENSOR_EVENT,,imu_vn100_0,1656534,1660028.0,3494.0,0.0,0.2,LOST
218,SENSOR_EVENT,,camera_front_0,1663571,1667065.0,3494.0,0.0,0.2,LOST
219,SENSOR_EVENT,,imu_vn100_0,1666616,1670110.0,3494.0,0.0,0.2,LOST
220,SENSOR_EVENT,,imu_vn100_0,1676508,1680002.0,3494.0,0.0,0.2,LOST
221,SENSOR_EVENT,,imu_vn100_0,1686536,1690030.0,3494.0,0.0,0.2,LOST
222,SENSOR_EVENT,,imu_vn100_0,1696584,1700078.0,3494.0,0.0,0.2,LOST
223,SENSOR_EVENT,,camera_front_0,1696735,1700229.0,3494.0,0.0,0.2,LOST
224,SENSOR_EVENT,,imu_vn100_0,1706532,1710026.0,3494.0,0.0,0.2,LOST
225,SENSOR_EVENT,,imu_vn100_0,1716514,1720008.0,3494.0,0.0,0.2,LOST
226,SENSOR_EVENT,,imu_vn100_0,1726643,1730137.0,3494.0,0.0,0.2,LOST
227,SENSOR_EVENT,,camera_front_0,1729711,1733205.0,3494.0,0.0,0.2,LOST
228,SENSOR_EVENT,,imu_vn100_0,1736605,1740099.0,3494.0,0.0,0.2,LOST
229,SENSOR_EVENT,,imu_vn100_0,1746497,1749991.0,3494.0,0.0,0.2,LOST
230,SENSOR_EVENT,,imu_vn100_0,1756741,1760235.0,3494.0,0.0,0.2,LOST
231,SENSOR_EVENT,,camera_front_0,1762772,1766266.0,3494.0,0.0,0.2,LOST
232,SENSOR_EVENT,,imu_vn100_0,1766429,1769923.0,3494.0,0.0,0.2,LOST
233,SENSOR_EVENT,,imu_vn100_0,1776595,1780089.0,3494.0,0.0,0.2,LOST
234,SENSOR_EVENT,,imu_vn100_0,1786500,1789994.0,3494.0,0.0,0.2,LOST
235,SENSOR_EVENT,,camera_front_0,1796359,1799853.0,3494.0,0.0,0.2,LOST
236,SENSOR_EVENT,,imu_vn100_0,1796532,1800026.0,3494.0,0.0,0.2,LOST
237,SENSOR_EVENT,,imu_vn100_0,1806578,1810072.0,3494.0,0.0,0.2,LOST
238,SENSOR_EVENT,,imu_vn100_0,1816540,1820034.0,3494.0,0.0,0.2,LOST
239,SENSOR_EVENT,,imu_vn100_0,1826573,1830067.0,3494.0,0.0,0.2,LOST
240,SENSOR_EVENT,,camera_front_0,1829687,1833181.0,3494.0,0.0,0.2,LOST
241,SENSOR_EVENT,,imu_vn100_0,1836400,1839894.0,3494.0,0.0,0.2,LOST
242,SENSOR_EVENT,,imu_vn100_0,1846401,1849895.0,3494.0,0.0,0.2,LOST
243,SENSOR_EVENT,,imu_vn100_0,1856572,1860066.0,3494.0,0.0,0.2,LOST
244,SENSOR_EVENT,,camera_front_0,1862985,1866479.0,3494.0,0.0,0.2,LOST
245,SENSOR_EVENT,,imu_vn100_0,1866445,1869939.0,3494.0,0.0,0.2,LOST
246,SENSOR_EVENT,,imu_vn100_0,1876440,1879934.0,3494.0,0.0,0.2,LOST
247,SENSOR_EVENT,,imu_vn100_0,1886405,1889899.0,3494.0,0.0,0.2,LOST
248,SENSOR_EVENT,,imu_vn100_0,1896624,1900118.0,3494.0,0.0,0.2,LOST
249,SENSOR_EVENT,,camera_front_0,1896668,1900162.0,3494.0,0.0,0.2,LOST
250,SENSOR_EVENT,,imu_vn100_0,1906583,1910077.0,3494.0,0.0,0.2,LOST
251,SENSOR_EVENT,,imu_vn100_0,1916641,1920135.0,3494.0,0.0,0.2,LOST
252,SENSOR_EVENT,,imu_vn100_0,1926448,1929942.0,3494.0,0.0,0.2,LOST
253,SENSOR_EVENT,,camera_front_0,1929938,1933432.0,3494.0,0.0,0.2,LOST
254,SENSOR_EVENT,,imu_vn100_0,1936523,1940017.0,3494.0,0.0,0.2,LOST
255,SENSOR_EVENT,,imu_vn100_0,1946432,1949926.0,3494.0,0.0,0.2,LOST
256,SENSOR_EVENT,,imu_vn100_0,1956585,1960079.0,3494.0,0.0,0.2,LOST
257,SENSOR_EVENT,,camera_front_0,1963123,1966617.0,3494.0,0.0,0.2,LOST
258,SENSOR_EVENT,,imu_vn100_0,1966651,1970145.0,3494.0,0.0,0.2,LOST
259,SENSOR_EVENT,,imu_vn100_0,1976453,1979947.0,3494.0,0.0,0.2,LOST
260,SENSOR_EVENT,,imu_vn100_0,1986649,1990143.0,3494.0,0.0,0.2,LOST
261,TIMING_EVENT,pps,,1996537,2000023.25,3486.25,-4.649856,0.2,LOST
262,SENSOR_EVENT,,camera_front_0,1996567,2000053.25,3486.25,-4.649856,0.2,LOST
263,SENSOR_EVENT,,imu_vn100_0,1996603,2000089.25,3486.25,-4.649856,0.2,LOST
264,SENSOR_EVENT,,imu_vn100_0,2006510,2009996.204,3486.204,-4.649856,0.2,LOST
265,SENSOR_EVENT,,imu_vn100_0,2016366,2019852.158,3486.158,-4.649856,0.2,LOST
266,SENSOR_EVENT,,imu_vn100_0,2026637,2030123.11,3486.11,-4.649856,0.2,LOST
267,SENSOR_EVENT,,camera_front_0,2029821,2033307.095,3486.095,-4.649856,0.2,LOST
268,SENSOR_EVENT,,imu_vn100_0,2036517,2040003.064,3486.064,-4.649856,0.2,LOST
269,SENSOR_EVENT,,imu_vn100_0,2046476,2049962.018,3486.018,-4.649856,0.2,LOST
270,SENSOR_EVENT,,imu_vn100_0,2056557,2060042.971,3485.971,-4.649856,0.2,LOST
271,SENSOR_EVENT,,camera_front_0,2063245,2066730.94,3485.94,-4.649856,0.2,LOST
272,SENSOR_EVENT,,imu_vn100_0,2066558,2070043.924,3485.924,-4.649856,0.2,LOST
273,SENSOR_EVENT,,imu_vn100_0,2076645,2080130.878,3485.878,-4.649856,0.2,LOST
274,SENSOR_EVENT,,imu_vn100_0,2086443,2089928.832,3485.832,-4.649856,0.2,LOST
275,SENSOR_EVENT,,imu_vn100_0,2096616,2100101.785,3485.785,-4.649856,0.2,LOST
276,SENSOR_EVENT,,camera_front_0,2096713,2100198.784,3485.784,-4.649856,0.2,LOST
277,SENSOR_EVENT,,imu_vn100_0,2106644,2110129.738,3485.738,-4.649856,0.2,LOST
278,SENSOR_EVENT,,imu_vn100_0,2116642,2120127.692,3485.692,-4.649856,0.2,LOST
279,SENSOR_EVENT,,imu_vn100_0,2126511,2129996.646,3485.646,-4.649856,0.2,LOST
280,SENSOR_EVENT,,camera_front_0,2130099,2133584.629,3485.629,-4.649856,0.2,LOST
281,SENSOR_EVENT,,imu_vn100_0,2136466,2139951.599,3485.599,-4.649856,0.2,LOST
282,SENSOR_EVENT,,imu_vn100_0,2146607,2150092.552,3485.552,-4.649856,0.2,LOST
283,SENSOR_EVENT,,imu_vn100_0,2156535,2160020.506,3485.506,-4.649856,0.2,LOST
284,SENSOR_EVENT,,camera_front_0,2163021,2166506.476,3485.476,-4.649856,0.2,LOST
285,SENSOR_EVENT,,imu_vn100_0,2166536,2170021.46,3485.46,-4.649856,0.2,LOST
286,SENSOR_EVENT,,imu_vn100_0,2176640,2180125.413,3485.413,-4.649856,0.2,LOST
